0	2169.000000	2209.000000	2314.000000	2233.000000	2644.000000	2142.000000	2181.000000	2225.000000	2271.000000	
1	2169.000000	2209.000000	2314.000000	2233.000000	2644.000000	2142.000000	2181.000000	2225.000000	2271.000000	
2	2183.196777	2232.661377	2299.803223	2219.749756	2642.107178	2133.481934	2200.875488	2220.267822	2265.321289	
3	2164.944580	2195.889160	2299.907471	2244.407227	2644.722168	2142.981445	2171.148193	2224.537109	2266.814697	
4	2176.158936	2218.317871	2307.018066	2231.209229	2643.245361	2136.981934	2195.195068	2220.613770	2267.877197	
5	2179.716797	2205.691406	2301.991455	2232.433350	2642.141602	2130.849854	2176.683105	2230.300049	2269.716797	
6	2188.508057	2216.612793	2296.746094	2232.149170	2642.000000	2145.314453	2195.120850	2223.491943	2267.447510	
7	2169.816406	2229.932861	2304.409912	2237.886963	2644.522949	2160.614746	2174.611572	2222.000000	2269.522949	
8	2176.731689	2235.302002	2299.395996	2243.127686	2642.523438	2148.140625	2189.812256	2223.651123	2268.348877	
9	2174.219238	2211.299072	2303.577637	2234.438477	2643.593506	2145.796875	2170.892822	2227.187256	2268.000000	
10	2177.467529	2219.891846	2311.701416	2220.831055	2642.510742	2143.021729	2191.060791	2222.043213	2267.255371	
11	2176.893311	2216.572754	2310.488770	2228.236084	2642.702148	2134.977295	2177.527588	2229.831543	2266.297852	
12	2185.509277	2232.697754	2301.528320	2240.471680	2643.000000	2140.150879	2188.377197	2227.886963	2267.358398	
13	2174.188721	2233.063232	2308.999268	2244.000000	2643.000000	2142.625000	2179.438965	2230.499512	2268.000000	
14	2174.210449	2231.884277	2315.442139	2223.810791	2644.442139	2147.768311	2189.747314	2225.789551	2268.720947	
15	2170.204590	2222.429443	2306.184570	2232.610840	2646.510010	2151.510010	2179.634033	2229.040283	2268.244873	
16	2181.969482	2230.641357	2292.910889	2224.030518	2641.567383	2147.343506	2194.954346	2224.791260	2267.223877	
17	2173.916992	2213.056152	2307.721680	2217.583496	2644.833252	2148.416504	2180.056152	2225.416504	2268.611084	
18	2172.667236	2230.506104	2301.997314	2223.668457	2641.832275	2146.499268	2199.173096	2224.332764	2267.332764	
19	2167.958984	2223.237793	2298.319580	2233.401611	2645.200684	2146.000000	2176.274902	2226.520508	2266.159912	
20	2173.885254	2223.582031	2291.114746	2225.532715	2644.278564	2147.721436	2195.098633	2220.975342	2268.582031	
21	2172.358643	2216.956543	2297.043457	2224.000000	2644.000000	2154.163086	2184.912842	2224.402344	2266.358643	
22	2187.077637	2214.226074	2291.791504	2220.452393	2642.226074	2139.035645	2201.625244	2218.791504	2265.113037	
23	2172.607666	2201.921387	2284.097900	2224.313721	2643.725586	2151.666748	2175.529053	2222.313721	2268.450928	
24	2163.505371	2233.284912	2287.870850	2233.930176	2642.376465	2144.258057	2193.731201	2221.376465	2269.811768	
25	2164.990723	2217.074951	2294.981201	2233.009277	2644.242920	2133.775879	2175.074951	2225.485840	2267.009277	
26	2187.869873	2218.876709	2297.705566	2218.595947	2644.294434	2138.054688	2190.986084	2222.767090	2267.410889	
27	2192.230713	2206.648438	2285.054932	2227.989014	2644.681396	2134.186768	2177.835205	2224.406494	2269.362549	
28	2194.667725	2214.336670	2282.333984	2232.332764	2645.000000	2136.334473	2185.670654	2220.665527	2270.666748	
29	2174.253662	2215.309814	2285.338135	2237.020996	2642.323975	2132.979004	2176.267822	2226.028076	2269.661865	
30	2182.210449	2222.291260	2296.977295	2229.708740	2642.372070	2134.116455	2184.152100	2223.139160	2267.627930	
31	2174.945557	2225.604004	2315.960449	2229.886230	2645.093994	2140.188232	2175.945557	2223.489990	2269.791992	
32	2189.858154	2241.217285	2310.013184	2224.948975	2642.474609	2127.192871	2191.563232	2221.474609	2269.589844	
33	2182.822998	2225.492920	2307.813477	2219.889893	2641.000000	2139.287109	2179.196289	2224.923340	2269.703369	
